PERMNO,date,PRC,VOL,CFACPR,OPENPRC,NUMTRD
66181,2007/05/31,38.87000,9943633,1,38.75000,
66181,2007/06/01,39.21000,12959300,1,39.10000,
66181,2007/06/04,39.80000,12809080,1,39.00000,
66181,2007/06/05,38.86000,15367150,1,39.47000,
66181,2007/06/06,38.30000,11722450,1,38.55000,
66181,2007/06/07,37.66000,17331230,1,38.15000,
66181,2007/06/08,37.95000,10146610,1,37.66000,
66181,2007/06/11,37.71000,13278520,1,37.78000,
66181,2007/06/12,37.36000,17317190,1,37.71000,
66181,2007/06/13,37.73000,14036700,1,37.61000,
66181,2007/06/14,37.79000,9949870,1,37.80000,
66181,2007/06/15,37.95000,21091440,1,38.33000,
66181,2007/06/18,37.96000,8644108,1,38.00000,
66181,2007/06/19,38.27000,14492070,1,38.36000,
66181,2007/06/20,40.03000,66789870,1,40.85000,
66181,2007/06/21,39.95000,27042650,1,39.97000,
66181,2007/06/22,39.36000,19327330,1,39.59000,
66181,2007/06/25,39.18000,13095520,1,39.45000,
66181,2007/06/26,39.15000,16998990,1,39.27000,
66181,2007/06/27,39.76000,15476250,1,38.95000,
66181,2007/06/28,39.52000,19649550,1,39.67000,
66181,2007/06/29,39.35000,13714240,1,39.54000,
66181,2007/07/02,39.37000,8844908,1,39.55000,
66181,2007/07/03,39.20000,6266410,1,39.43000,
66181,2007/07/05,39.83000,14665080,1,39.33000,
66181,2007/07/06,40.30000,16810960,1,39.92000,
66181,2007/07/09,40.23000,17337060,1,40.78000,
66181,2007/07/10,40.25000,34920800,1,40.42000,
66181,2007/07/11,40.48000,20798490,1,40.23000,
66181,2007/07/12,40.94000,20013720,1,40.63000,
66181,2007/07/13,40.87000,12027970,1,40.85000,
66181,2007/07/16,40.58000,11226400,1,40.65000,
66181,2007/07/17,40.15000,13871430,1,40.47000,
66181,2007/07/18,40.04000,17388700,1,40.02000,
66181,2007/07/19,39.70000,15693600,1,40.05000,
66181,2007/07/20,39.39000,17881000,1,39.50000,
66181,2007/07/23,38.96000,19650910,1,39.49000,
66181,2007/07/24,37.95000,26185100,1,38.77000,
66181,2007/07/25,38.04000,24185200,1,38.21000,
66181,2007/07/26,37.30000,35178570,1,37.47000,
66181,2007/07/27,36.75000,25506100,1,37.06000,
66181,2007/07/30,37.81000,29638800,1,36.96000,
66181,2007/07/31,37.17000,29752100,1,38.16000,
66181,2007/08/01,37.77000,30751480,1,36.94000,
66181,2007/08/02,37.82000,26469600,1,37.75000,
66181,2007/08/03,36.19000,45337400,1,37.84000,
66181,2007/08/06,36.89000,33499100,1,36.34000,
66181,2007/08/07,36.40000,28361200,1,36.55000,
66181,2007/08/08,37.80000,35795600,1,36.50000,
66181,2007/08/09,35.79000,37137600,1,35.36000,
66181,2007/08/10,35.92000,21973400,1,35.78000,
66181,2007/08/13,35.24000,21037700,1,36.02000,
66181,2007/08/14,33.52000,42251600,1,35.11000,
66181,2007/08/15,33.36000,26863960,1,33.51000,
66181,2007/08/16,32.82000,37740400,1,33.06000,
66181,2007/08/17,33.31000,30623400,1,33.84000,
66181,2007/08/20,33.79000,18473800,1,33.67000,
66181,2007/08/21,34.30000,18790800,1,33.80000,
66181,2007/08/22,34.77000,28241500,1,34.48000,
66181,2007/08/23,34.02000,23123600,1,34.15000,
66181,2007/08/24,34.68000,14370700,1,34.21000,
66181,2007/08/27,35.25000,25881060,1,35.42000,
66181,2007/08/28,35.05000,55781000,1,35.50000,
66181,2007/08/29,36.55000,66304600,1,35.13000,
66181,2007/08/30,37.04000,34579500,1,36.39000,
66181,2007/08/31,38.31000,65864500,1,37.36000,
66181,2007/09/04,36.36000,94534970,1,37.21000,
66181,2007/09/05,36.51000,45147500,1,36.28000,
66181,2007/09/06,35.22000,36330650,1,36.36000,
66181,2007/09/07,34.21000,30280030,1,34.81000,
66181,2007/09/10,33.81000,22210000,1,34.45000,
66181,2007/09/11,34.87000,33242420,1,34.00000,
66181,2007/09/12,35.09000,19995800,1,34.52000,
66181,2007/09/13,35.61000,16274100,1,35.29000,
66181,2007/09/14,35.68000,12542100,1,35.80000,
66181,2007/09/17,35.38000,13144830,1,35.35000,
66181,2007/09/18,36.36000,21555400,1,35.51000,
66181,2007/09/19,36.18000,20241910,1,36.55000,
66181,2007/09/20,35.32000,20985340,1,36.04000,
66181,2007/09/21,34.47000,23951000,1,35.52000,
